a	DT	O
backup	NN	O
hard	JJ	B
disk	NN	I
to	TO	O
store	VB	O
important	JJ	O
files	NNS	O
at	IN	O
all	DT	O
times	NNS	O
.	.	O

they	PRP	O
sent	VBD	O
out	RP	O
the	DT	O
box	NN	O
right	RB	O
away	RB	O
for	IN	O
me	PRP	O
to	TO	O
send	VB	O
in	IN	O
my	PRP$	O
computer	NN	O
,	,	O
they	PRP	O
paid	VBD	O
postage	NN	O
and	CC	O
whatnot	NN	O
,	,	O
but	CC	O
when	WRB	O
i	NN	O
got	VBD	O
my	PRP$	O
computer	NN	O
back	RB	O
it	PRP	O
still	RB	O
wasn't	VBD	O
running	VBG	B
right	RB	O
,	,	O
and	CC	O
now	RB	O
my	PRP$	O
cd	NN	B
drive	VBP	I
wasn't	NN	O
reading	VBG	O
anything	NN	O
!	.	O

i	NN	O
bought	VBD	O
this	DT	O
laptop	NN	O
was	VBD	O
the	DT	O
worst	JJS	O
laptop	NN	O
i've	NN	O
ever	RB	O
bought	VBD	O
.	.	O

but	CC	O
the	DT	O
screen	NN	B
size	NN	I
is	VBZ	O
not	RB	O
that	IN	O
bad	JJ	O
for	IN	O
email	NN	O
and	CC	O
web	NN	B
browsing	NN	I
.	.	O

once	RB	O
i	JJ	O
removed	VBD	O
all	PDT	O
the	DT	O
software	NN	B
the	DT	O
laptop	JJ	O
loads	NNS	B
in	IN	O
15	CD	O
20	CD	O
seconds	NNS	O
.	.	O

on	IN	O
my	PRP$	O
powerbook	NN	O
g4	NN	O
i	NN	O
would	MD	O
never	RB	O
use	VB	O
the	DT	O
trackpad	NN	B
i	NN	O
would	MD	O
use	VB	O
an	DT	O
external	JJ	B
mouse	NN	I
because	IN	O
i	JJ	O
didn't	VBP	O
like	IN	O
the	DT	O
trackpad	NN	B
.	.	O

this	DT	O
computer	NN	O
doesn't	NN	O
do	VB	O
that	DT	O
well	NN	O
with	IN	O
certain	JJ	O
games	NNS	B
it	PRP	O
can't	VBD	O
play	VB	O
some	DT	O
and	CC	O
it	PRP	O
becomes	VBZ	O
too	RB	O
hot	JJ	O
while	IN	O
playing	VBG	O
games	NNS	O
.	.	O

obviously	RB	O
one	CD	O
of	IN	O
the	DT	O
most	RBS	O
important	JJ	O
features	NNS	B
of	IN	O
any	DT	O
computer	NN	O
is	VBZ	O
the	DT	O
"human	JJ	B
interface	NN	I
.	.	O

yeah	UH	O
,	,	O
of	IN	O
course	NN	O
smarty	JJ	O
pants	NNS	O
"fix	VBP	O
it	PRP	O
now")software	JJ	B
compared	VBN	O
to	TO	O
the	DT	O
early	JJ	O
2011	CD	O
edition	NN	O
i	NN	O
did	VBD	O
see	VB	O
inbuilt	JJ	B
applications	NNS	I
crashing	VBG	O
and	CC	O
it	PRP	O
prompted	VBD	O
me	PRP	O
to	TO	O
send	VB	O
the	DT	O
report	NN	O
to	TO	O
apple	NN	O
(which	NNP	O
i	VBZ	O
promptly	RB	O
did)	VBN	O
.	.	O

the	DT	O
body	NN	B
is	VBZ	O
a	DT	O
bit	NN	O
cheaply	NN	O
made	VBD	O
so	IN	O
it	PRP	O
will	MD	O
be	VB	O
interesting	JJ	O
to	TO	O
see	VB	O
how	WRB	O
long	JJ	O
it	PRP	O
holds	VBZ	O
up	RP	O
.	.	O

the	DT	O
i5	NN	B
blows	VBZ	O
my	PRP$	O
desktop	NN	O
out	IN	O
of	IN	O
the	DT	O
water	NN	O
when	WRB	O
it	PRP	O
comes	VBZ	O
to	TO	O
rendering	VBG	O
videos	NNS	O
.	.	O

with	IN	O
a	DT	O
mac	NN	O
you	PRP	O
don't	VBP	O
have	VB	O
to	TO	O
worry	VB	O
about	IN	O
antivirus	JJ	B
software	NN	I
or	CC	O
firewall	NN	B
,	,	O
it's	VBP	O
so	RB	O
wonderful	JJ	O
.	.	O

for	IN	O
the	DT	O
use	NN	O
it	PRP	O
was	VBD	O
purchased	VBN	O
for	IN	O
it	PRP	O
is	VBZ	O
a	DT	O
good	JJ	O
laptop	NN	O
.	.	O

am	VBP	O
very	RB	O
glad	JJ	O
i	NN	O
bought	VBD	O
it	PRP	O
,	,	O
great	JJ	O
netbook	NN	O
,	,	O
low	JJ	O
price	NN	B
.	.	O

obviously	RB	O
,	,	O
this	DT	O
macbook	NN	O
is	VBZ	O
p	JJ	O
e	NN	O
r	NN	O
f	NN	O
e	NN	O
c	VBP	O
t	NN	O
for	IN	O
me	PRP	O
because	IN	O
it	PRP	O
does	VBZ	O
exactly	RB	O
what	WP	O
i	VBP	O
need	VBP	O
in	IN	O
an	DT	O
easy	JJ	O
to	TO	O
function	VB	O
way	NN	O
.	.	O

worth	IN	O
the	DT	O
investment	NN	O
and	CC	O
truly	VB	O
a	DT	O
fine	JJ	O
piece	NN	O
of	IN	O
equipment	NN	O
.	.	O

the	DT	O
apple	NN	B
team	NN	I
also	RB	O
assists	VBZ	O
you	PRP	O
very	RB	O
nicely	RB	O
when	WRB	O
choosing	VBG	O
which	WDT	O
computer	NN	O
is	VBZ	O
right	JJ	O
for	IN	O
you	PRP	O
:	:	O
)	)	O

summary	NN	O
:	:	O
dont	JJ	O
buy	NN	O
hp	NN	O
.	.	O

i	NN	O
think	VBP	O
part	NN	O
of	IN	O
the	DT	O
problem	NN	O
with	IN	O
this	DT	O
computer	NN	O
is	VBZ	O
vista	JJ	B
,	,	O
yet	RB	O
i	VBN	O
know	VBP	O
vista	VBP	B
isn't	VBP	O
the	DT	O
entire	JJ	O
issue	NN	O
because	IN	O
my	PRP$	O
latest	JJS	O
purchase	NN	O
was	VBD	O
my	PRP$	O
acer	NN	O
and	CC	O
it	PRP	O
also	RB	O
has	VBZ	O
vista	JJ	B
(i	NNP	O
should	MD	O
have	VB	O
waited	VBN	O
the	DT	O
few	JJ	O
months	NNS	O
to	TO	O
get	VB	O
the	DT	O
next	JJ	O
operating	NN	B
system)	NN	O
.	.	O

the	DT	O
video	NN	B
chat	NN	I
is	VBZ	O
the	DT	O
only	JJ	O
thing	NN	O
that	WDT	O
is	VBZ	O
iffy	JJ	O
about	IN	O
it	PRP	O
but	CC	O
im	JJ	O
sure	JJ	O
once	IN	O
they	PRP	O
unpdate	VBP	O
the	DT	O
next	JJ	O
version	NN	O
on	IN	O
the	DT	O
macbook	NN	O
book	NN	O
the	DT	O
quality	NN	B
of	IN	O
it	PRP	O
will	MD	O
be	VB	O
better	JJR	O
.	.	O

you'll	RB	O
need	MD	O
to	TO	O
upgrade	VB	O
and	CC	O
pay	VB	O
a	DT	O
little	RB	O
more	JJR	O
for	IN	O
them	PRP	O
.	.	O

it	PRP	O
is	VBZ	O
hard	JJ	O
to	TO	O
fix	VB	O
and	CC	O
makes	VBZ	O
it	PRP	O
a	DT	O
hassle	NN	O
to	TO	O
own	VB	O
one	CD	O
.	.	O

that	DT	O
whole	JJ	O
experience	NN	O
was	VBD	O
just	RB	O
ridiculous	JJ	O
we	PRP	O
sent	VBD	O
it	PRP	O
in	IN	O
and	CC	O
after	IN	O
they	PRP	O
told	VBD	O
us	PRP	O
that	IN	O
we	PRP	O
had	VBD	O
to	TO	O
pay	VB	O
$175	NN	O
to	TO	O
fix	VB	O
it	PRP	O
we	PRP	O
were	VBD	O
like	IN	O
we	PRP	O
will	MD	O
just	RB	O
by	IN	O
a	DT	O
portable	JJ	O
mouse	NN	B
which	WDT	O
would	MD	O
be	VB	O
way	NN	O
cheaper	JJR	O
but	CC	O
they	PRP	O
refused	VBD	O
to	TO	O
send	VB	O
the	DT	O
laptop	NN	O
back	RB	O
until	IN	O
we	PRP	O
paid	VBD	O
the	DT	O
$175	NN	O
and	CC	O
it	PRP	O
was	VBD	O
fixed	VBN	O
.	.	O

macs	NNS	O
are	VBP	O
designed	VBN	O
for	IN	O
the	DT	O
"frontal	JJ	O
lobe	NN	O
challenged"	NN	O
people	NNS	O
out	RP	O
there	RB	O
.	.	O

fan	NN	B
vents	NNS	O
to	TO	O
the	DT	O
side	NN	O
,	,	O
so	IN	O
no	DT	O
cooling	VBG	B
pad	NN	I
needed	VBN	O
,	,	O
great	JJ	O
feature	NN	B
!	.	O

i	NN	O
use	VBP	O
my	PRP$	O
mac	NN	O
all	PDT	O
the	DT	O
time	NN	O
,	,	O
i	VB	O
love	VBP	O
the	DT	O
software	NN	B
,	,	O
the	DT	O
way	NN	O
it	PRP	O
takes	VBZ	O
a	DT	O
short	JJ	O
time	NN	O
to	TO	O
load	VB	O
things	NNS	O
,	,	O
how	WRB	O
easy	JJ	O
it	PRP	O
is	VBZ	O
to	TO	O
use	VB	O
and	CC	O
most	JJS	O
of	IN	O
all	DT	O
how	WRB	O
you	PRP	O
don't	VBP	O
have	VB	O
to	TO	O
worry	VB	O
about	IN	O
viruses	NNS	O
.	.	O

wasted	VBN	O
me	PRP	O
at	IN	O
least	JJS	O
8	CD	O
hours	NNS	O
of	IN	O
installation	NN	B
time	NN	I
.	.	O

it	PRP	O
has	VBZ	O
far	RB	O
exceeded	VBN	O
my	PRP$	O
expectations	NNS	O
for	IN	O
power	NN	B
,	,	O
storage	NN	B
,	,	O
and	CC	O
abilitiy	NN	B
.	.	O

a	DT	O
great	JJ	O
feature	NN	B
is	VBZ	O
the	DT	O
spotlight	JJ	B
search	NN	I
:	:	O
one	CD	O
can	MD	O
search	VB	O
for	IN	O
documents	NNS	O
by	IN	O
simply	RB	O
typing	VBG	O
a	DT	O
keyword	NN	O
,	,	O
rather	RB	O
than	IN	O
parsing	VBG	O
tens	NNS	O
of	IN	O
file	NN	O
folders	NNS	O
for	IN	O
a	DT	O
document	NN	O
.	.	O

my	PRP$	O
wireless	NN	B
system	NN	I
would	MD	O
not	RB	O
recognize	VB	O
windows	NNS	B
7	CD	I
and	CC	O
i	VB	O
couldn't	VBP	O
get	VB	O
online	JJ	O
to	TO	O
find	VB	O
out	RP	O
why	WRB	O
.	.	O

i	NN	O
am	VBP	O
enjoying	VBG	O
it	PRP	O
and	CC	O
the	DT	O
quality	NN	B
it	PRP	O
provides	VBZ	O
is	VBZ	O
great	JJ	O
!	.	O

it	PRP	O
is	VBZ	O
the	DT	O
worst	JJS	O
laptop	JJ	O
ever	RB	O

suffice	NN	O
it	PRP	O
to	TO	O
say	VB	O
,	,	O
my	PRP$	O
macbook	JJ	O
pro	JJ	O
keeps	FW	O
me	PRP	O
going	VBG	O
with	IN	O
its	PRP$	O
long	JJ	O
battery	NN	B
life	NN	I
and	CC	O
blazing	VBG	O
speed	NN	B
.	.	O

i'm	NN	O
not	RB	O
going	VBG	O
to	TO	O
lie	VB	O
,	,	O
i've	VB	O
never	RB	O
really	RB	O
liked	VBD	O
the	DT	O
acer	NN	O
brand	NN	O
in	IN	O
general	JJ	O
.	.	O

the	DT	O
os	NN	B
is	VBZ	O
also	RB	O
very	RB	O
user	RB	O
friendly	JJ	O
,	,	O
even	RB	O
for	IN	O
those	DT	O
that	WDT	O
switch	VBP	O
from	IN	O
a	DT	O
pc	NN	O
,	,	O
with	IN	O
a	DT	O
little	JJ	O
practice	NN	O
you	PRP	O
can	MD	O
take	VB	O
full	JJ	O
advantage	NN	O
of	IN	O
this	DT	O
os	NN	B
!	.	O

itunes	NNS	B
is	VBZ	O
a	DT	O
handy	JJ	O
music	NN	O
management	NN	O
program	NN	B
,	,	O
and	CC	O
it	PRP	O
is	VBZ	O
essential	JJ	O
for	IN	O
anyone	NN	O
with	IN	O
an	DT	O
ipod	NN	O
.	.	O

i	NNS	O
give	VBP	O
up	RP	O
on	IN	O
my	PRP$	O
data	NNS	O
,	,	O
i	NN	O
just	RB	O
want	VBP	O
a	DT	O
computer	NN	O
reasonably	RB	O
fast	RB	O
.	.	O
.	.	O
.	.	O

would	MD	O
buy	VB	O
100	CD	O
more	JJR	O
of	IN	O
these	DT	O
if	IN	O
i	NN	O
could	MD	O
.	.	O

 	NN	O
while	IN	O
it	PRP	O
was	VBD	O
barely	RB	O
a	DT	O
bargin	NN	O
in	IN	O
the	DT	O
begining	NN	O
,	,	O
i	NN	O
would	MD	O
never	RB	O
purchase	VB	O
another	DT	O
dell	NN	O
and	CC	O
would	MD	O
not	RB	O
recomend	VB	O
the	DT	O
dell	NN	O
brand	NN	O
to	TO	O
others	NNS	O
.	.	O

it	PRP	O
was	VBD	O
shooting	VBG	O
sparks	NN	O
!	.	O

great	JJ	O
product	NN	O
.	.	O

mac	NN	O
is	VBZ	O
not	RB	O
made	VBN	O
for	IN	O
gaming	NN	B
.	.	O

well	RB	O
i	RB	O
spilled	VBD	O
something	NN	O
on	IN	O
it	PRP	O
and	CC	O
they	PRP	O
replaced	VBD	O
it	PRP	O
with	IN	O
this	DT	O
model	NN	O
,	,	O
which	WDT	O
gets	VBZ	O
hot	JJ	O
and	CC	O
the	DT	O
battery	NN	B
doesn't	NN	O
make	VBP	O
it	PRP	O
through	IN	O
1	CD	O
dvd	NN	O
.	.	O

i've	NN	O
had	VBD	O
to	TO	O
call	VB	O
apple	NN	B
support	NN	I
to	TO	O
set	VB	O
up	RP	O
my	PRP$	O
new	JJ	O
printer	NN	O
and	CC	O
have	VB	O
had	VBN	O
wonderful	JJ	O
experiences	NNS	O
with	IN	O
helpful	JJ	O
,	,	O
english	JJ	O
speaking	NN	O
(from	NN	O
vancouver)	NN	O
techs	NN	B
that	WDT	O
walked	VBD	O
me	PRP	O
through	IN	O
the	DT	O
processes	NNS	O
to	TO	O
help	VB	O
me	PRP	O
.	.	O

but	CC	O
sony	NN	O
said	VBD	O
we	PRP	O
could	MD	O
send	VB	O
it	PRP	O
back	RB	O
and	CC	O
be	VB	O
charged	VBN	O
for	IN	O
adding	VBG	B
the	DT	I
bluetooth	DT	I
an	DT	O
additional	JJ	O
seventy	NN	O
something	NN	O
dollars	NNS	O
.	.	O

 	NN	O
by	IN	O
this	DT	O
time	NN	O
i	NN	O
was	VBD	O
regretting	VBG	O
ever	RB	O
seeing	VBG	O
this	DT	O
machine	NN	O
on	IN	O
the	DT	O
shelf	NN	O
!	.	O

toshiba	NN	O
is	VBZ	O
a	DT	O
great	JJ	O
brand	NN	O
,	,	O
even	RB	O
though	IN	O
i	JJ	O
haven't	NN	O
had	VBD	O
it	PRP	O
for	IN	O
a	DT	O
long	JJ	O
time	NN	O
,	,	O
i	JJ	O
am	VBP	O
very	RB	O
happy	JJ	O
with	IN	O
it	PRP	O
!	.	O

i	NNS	O
need	VBP	O
graphic	JJ	B
power	NN	I
to	TO	O
run	VB	O
my	PRP$	O
adobe	NN	B
creative	JJ	I
apps	NN	I
efficiently	RB	O
.	.	O

the	DT	O
programs	NNS	B
are	VBP	O
esay	RB	O
to	TO	O
use	VB	B
and	CC	O
are	VBP	O
quick	JJ	O
to	TO	O
process	VB	O
this	DT	O
computer	NN	O
works	VBZ	O
like	IN	O
a	DT	O
charm	NN	O
.	.	O

the	DT	O
materials	NNS	B
that	WDT	O
came	VBD	O
with	IN	O
the	DT	O
computer	NN	O
did	VBD	O
not	RB	O
include	VB	O
the	DT	O
right	JJ	O
#	#	O
anywhere	RB	O
.	.	O

so	RB	O
when	WRB	O
you	PRP	O
do	VBP	O
call	VB	O
to	TO	O
complain	VB	O
about	IN	O
the	DT	O
hunk	NN	O
of	IN	O
metal	NN	O
you	PRP	O
get	VBP	O
the	DT	O
joy	NN	O
of	IN	O
speaking	VBG	O
with	IN	O
a	DT	O
bunch	NN	O
of	IN	O
people	NNS	O
you	PRP	O
cant	VBP	O
understand	JJ	O
.	.	O

that	DT	O
day	NN	O
!	.	O

"	NN	O
for	IN	O
one	CD	O
,	,	O
i	NN	O
noticed	VBD	O
that	IN	O
from	IN	O
turning	VBG	O
on	IN	O
my	PRP$	O
mac	NN	O
to	TO	O
logging	VBG	O
on	IN	O
only	RB	O
took	VBD	O
about	RB	O
25	CD	O
seconds	NNS	O
.	.	O

it	PRP	O
does	VBZ	O
not	RB	O
even	RB	O
have	VBP	O
the	DT	O
software	NN	B
to	TO	O
play	VB	O
a	DT	O
dvd	NN	O
now	RB	O
.	.	O

my	PRP$	O
brother	NN	O
is	VBZ	O
a	DT	O
computer	NN	O
wiz	NN	O
and	CC	O
would	MD	O
laugh	VB	O
at	IN	O
me	PRP	O
because	IN	O
he	PRP	O
used	VBD	O
an	DT	O
apple	NN	O
.	.	O

tech	JJ	B
support	NN	I
tells	NNS	O
me	PRP	O
the	DT	O
latter	JJ	O
problem	NN	O
is	VBZ	O
a	DT	O
power	NN	B
supply	NN	I
problem	NN	O
and	CC	O
have	VBP	O
offered	VBN	O
to	TO	O
fix	VB	O
it	PRP	O
if	IN	O
it	PRP	O
happens	VBZ	O
again	RB	O
.	.	O

since	IN	O
i	NN	O
never	RB	O
really	RB	O
got	VBD	O
to	TO	O
use	VB	O
this	DT	O
,	,	O
i	VBP	O
can't	JJ	O
comment	NN	O
on	IN	O
anything	NN	O
except	IN	O
what	WP	O
went	VBD	O
wrong	JJ	O
after	IN	O
trying	VBG	O
2	CD	O
of	IN	O
them	PRP	O
.	.	O

buyers	NNS	O
beware	VBP	O
.	.	O

how	WRB	O
does	VBZ	O
the	DT	O
power	NN	B
supply	NN	I
not	RB	O
work	NN	O
!	.	O
!	.	O
!	.	O

sells	VBZ	O
for	IN	O
the	DT	O
same	JJ	O
as	IN	O
a	DT	O
netbook	NN	O
without	IN	O
sacrificing	VBG	O
size	NN	B
.	.	O

 	JJ	O
i'll	NN	O
rather	RB	O
be	VB	O
out	IN	O
of	IN	O
date	NN	O
then	RB	O
spend	VB	O
more	JJR	O
money	NN	O
on	IN	O
toshiba	NN	O
.	.	O

 	JJ	O
upon	IN	O
giving	VBG	O
them	PRP	O
the	DT	O
serial	JJ	O
number	NN	O
the	DT	O
first	JJ	O
thing	NN	O
i	NN	O
was	VBD	O
told	VBN	O
,	,	O
was	VBD	O
that	IN	O
it	PRP	O
was	VBD	O
out	IN	O
of	IN	O
warranty	NN	B
and	CC	O
i	NN	O
could	MD	O
pay	VB	O
to	TO	O
have	VB	O
it	PRP	O
repaired	VBN	O
.	.	O

windows	NNS	B
xp	VBP	I
sp2	NNS	I
caused	VBD	O
many	JJ	O
problems	NNS	O
on	IN	O
the	DT	O
computer	NN	O
,	,	O
so	IN	O
i	JJ	O
had	VBD	O
to	TO	O
remove	VB	O
it	PRP	O
.	.	O

love	VB	O
it	PRP	O
.	.	O

i	NN	O
reloaded	VBD	O
with	IN	O
windows	NNS	B
7	CD	I
ultimate	JJ	I
,	,	O
and	CC	O
the	DT	O
bluetooth	NN	B
and	CC	O
fingerprint	NN	B
reader	NN	I
(software)	NNP	O
would	MD	O
not	RB	O
load	VB	O
.	.	O

none	NN	O
of	IN	O
the	DT	O
techs	NN	B
at	IN	I
hp	NN	I
knew	VBD	O
what	WP	O
they	PRP	O
were	VBD	O
doing	VBG	O
.	.	O

oh	UH	O
,	,	O
it	PRP	O
is	VBZ	O
such	JJ	O
a	DT	O
great	JJ	O
piece	NN	O
of	IN	O
equipment	NN	O
.	.	O

this	DT	O
is	VBZ	O
my	PRP$	O
second	JJ	O
one	CD	O
and	CC	O
the	DT	O
same	JJ	O
problem	NN	O
,	,	O
bad	JJ	O
video	FW	B
card	NN	I
unreliable	JJ	O
overall	JJ	O
,	,	O
this	DT	O
will	MD	O
be	VB	O
my	PRP$	O
second	JJ	O
time	NN	O
returning	VBG	O
this	DT	O
laptop	JJ	O
back	RB	O
to	TO	O
best	JJS	O
buy	NN	O
.	.	O

i	NN	O
use	VBP	O
that	IN	O
alot	NN	O
on	IN	O
my	PRP$	O
desktop	NN	O
,	,	O
so	IN	O
i	JJ	O
am	VBP	O
adjusting	VBG	O
to	TO	O
not	RB	O
having	VBG	O
it	PRP	O
.	.	O

with	IN	O
awesome	JJ	O
graphics	NNS	B
and	CC	O
assuring	VBG	O
security	NN	B
,	,	O
it's	NN	O
perfect	NN	O
!	.	O

laptop	NN	O
was	VBD	O
in	IN	O
new	JJ	O
condition	NN	O
and	CC	O
operational	JJ	O
,	,	O
but	CC	O
for	IN	O
the	DT	O
audio	NN	B
problem	NN	O
when	WRB	O
1st	CD	O
sent	NN	O
for	IN	O
repair	NN	O
.	.	O

i	NN	O
was	VBD	O
disappointed	JJ	O
when	WRB	O
i	NN	O
realized	VBD	O
that	IN	O
the	DT	O
keyboard	NN	B
doesn't	NN	O
light	VBD	O
up	RP	O
on	IN	O
this	DT	O
model	NN	O
.	.	O

this	DT	O
machine	NN	O
was	VBD	O
a	DT	O
horrible	JJ	O
experience	NN	O
.	.	O

it	PRP	O
runs	VBZ	B
perfectly	RB	O
.	.	O

very	RB	O
dissappointed	JJ	O
becase	NN	O
i	NN	O
have	VBP	O
had	VBN	O
toshibas	VBN	O
for	IN	O
years	NNS	O
,	,	O
and	CC	O
never	RB	O
a	DT	O
issue	NN	O
.	.	O

if	IN	O
you	PRP	O
have	VBP	O
any	DT	O
creativity	NN	O
in	IN	O
you	PRP	O
do	VBP	O
yourself	PRP	O
a	DT	O
favor	NN	O
and	CC	O
get	VB	O
a	DT	O
mac	NN	O
!	.	O

the	DT	O
laptop	NN	O
was	VBD	O
very	RB	O
easy	JJ	O
to	TO	O
set	VB	B
up	RP	I
.	.	O

congratulations	NNS	O
asus	VBP	O
for	IN	O
creating	VBG	O
one	CD	O
big	JJ	O
piece	NN	O
of	IN	O
dump	NN	O
which	WDT	O
is	VBZ	O
my	PRP$	O
laptop	JJ	O
.	.	O

 	NN	O
sometimes	VBZ	O
the	DT	O
screen	NN	B
even	RB	O
goes	VBZ	O
black	JJ	O
on	IN	O
this	DT	O
computer	NN	O
.	.	O

i	NN	O
would	MD	O
definitely	RB	O
recommend	VB	O
checking	VBG	O
out	RP	O
this	DT	O
laptop	NN	O
if	IN	O
you	PRP	O
are	VBP	O
in	IN	O
the	DT	O
market	NN	O
for	IN	O
one	CD	O
.	.	O

i	JJ	O
recommend	VBP	O
for	IN	O
word	NN	B
processing	NN	I
and	CC	O
internet	NN	B
users	NNS	O
.	.	O

since	IN	O
i've	NN	O
had	VBD	O
this	DT	O
computer	NN	O
i've	VBZ	O
only	RB	O
used	VBD	O
the	DT	O
trackpad	NN	B
because	IN	O
it	PRP	O
is	VBZ	O
so	RB	O
nice	JJ	O
and	CC	O
smooth	JJ	O
.	.	O

 	NN	O
when	WRB	O
the	DT	O
computer	NN	O
has	VBZ	O
been	VBN	O
on	IN	O
for	IN	O
several	JJ	O
minutes	NNS	O
,	,	O
it	PRP	O
will	MD	O
occasionaly	VB	O
just	RB	O
go	VB	O
off	RP	O
by	IN	O
itself	PRP	O
.	.	O

a	DT	O
longer	RBR	O
battery	JJ	B
life	NN	I
would	MD	O
have	VB	O
been	VBN	O
great	JJ	O
but	CC	O
it	PRP	O
meets	VBZ	O
it's	JJ	O
spec	NNS	B
quite	RB	O
easily	RB	O
.	.	O

who	WP	O
couldn't	VBP	O
love	VB	O
a	DT	O
dvd	NN	B
burner	NN	I
,	,	O
80	CD	O
gigabyte	NN	O
hd	NN	B
,	,	O
and	CC	O
fairly	RB	O
new	JJ	O
graphics	NNS	B
chip	NN	I
?	.	O
as	IN	O
i	NN	O
soon	RB	O
discovered	VBD	O
,	,	O
though	RB	O
,	,	O
there	EX	O
is	VBZ	O
a	DT	O
reason	NN	O
for	IN	O
which	WDT	O
similarly	RB	O
configured	VBD	O
sony	NN	O
and	CC	O
toshiba	VB	O
machines	NNS	O
cost	VBN	O
more	JJR	O
:	:	O
they	PRP	O
use	VBP	O
higher	JJR	O
quality	NN	O
components	NNS	B
that	WDT	O
are	VBP	O
faster	RBR	O
,	,	O
better	RBR	O
configured	VBN	O
,	,	O
and	CC	O
end	VB	O
up	RP	O
lasting	VBG	O
a	DT	O
lot	NN	O
longer	JJR	O
.	.	O

falls	NNS	O
into	IN	O
the	DT	O
case	NN	O
.	.	O

this	DT	O
is	VBZ	O
something	NN	O
i	NN	O
would	MD	O
deffinately	RB	O
reccomend	VB	O
to	TO	O
someone	NN	O
.	.	O

its	PRP$	O
fast	NN	O
and	CC	O
another	DT	O
thing	NN	O
i	NN	O
like	VBP	O
is	VBZ	O
that	IN	O
it	PRP	O
has	VBZ	O
three	CD	O
usb	JJ	B
ports	NNS	I
.	.	O

mac	NN	O
computers	NNS	O
automatically	RB	O
"defrag"	VBP	O
each	DT	O
time	NN	O
you	PRP	O
start	VBP	O
your	PRP$	O
computer	NN	O
.	.	O

that	DT	O
is	VBZ	O
my	PRP$	O
only	JJ	O
complaint	NN	O
!	.	O

the	DT	O
salesman	NN	O
talked	VBD	O
us	PRP	O
into	IN	O
this	DT	O
computer	NN	O
away	RB	O
from	IN	O
another	DT	O
we	PRP	O
were	VBD	O
looking	VBG	O
at	IN	O
and	CC	O
we	PRP	O
have	VBP	O
had	VBN	O
nothing	NN	O
but	CC	O
problems	NNS	O
with	IN	O
software	NN	B
problems	NNS	O
and	CC	O
just	RB	O
not	RB	O
happy	JJ	O
with	IN	O
it	PRP	O
.	.	O

that	DT	O
system	NN	B
is	VBZ	O
fixed	VBN	O
.	.	O

the	DT	O
computer	NN	O
itself	PRP	O
was	VBD	O
fast	RB	O
,	,	O
ran	VBD	B
smoothly	RB	O
,	,	O
and	CC	O
had	VBD	O
no	DT	O
problems	NNS	O
.	.	O

one	CD	O
of	IN	O
the	DT	O
smartest	JJS	O
thing	NN	O
i	NN	O
did	VBD	O
was	VBD	O
take	VB	O
my	PRP$	O
time	NN	O
to	TO	O
compare	VB	O
laptops	NNS	O
before	IN	O
making	VBG	O
my	PRP$	O
purchase	NN	O
.	.	O

like	IN	O
the	DT	O
price	NN	B
and	CC	O
operation	NN	B
.	.	O

the	DT	O
brand	NN	B
is	VBZ	O
tarnished	VBN	O
in	IN	O
my	PRP$	O
heart	NN	O
.	.	O

this	DT	O
is	VBZ	O
likely	JJ	O
due	JJ	O
to	TO	O
poor	JJ	O
grounding	NN	O
and	CC	O
isolation	NN	O
between	IN	O
the	DT	O
components	NNS	B
,	,	O
and	CC	O
i'm	VB	O
hoping	VBG	O
that	IN	O
it	PRP	O
can	MD	O
be	VB	O
fixed	VBN	O
with	IN	O
a	DT	O
ground	NN	B
loop	NN	I
isolator	NN	I
,	,	O
but	CC	O
i	VBP	O
still	RB	O
expected	VBN	O
better	JJR	O
product	NN	O
quality	NN	B
for	IN	O
this	DT	O
price	NN	B
range	NN	I
.	.	O

honestly	RB	O
,	,	O
this	DT	O
is	VBZ	O
absolutely	RB	O
wonderful	JJ	O
.	.	O

i	NN	O
'have	VBP	O
had	VBD	O
it	PRP	O
for	IN	O
about	IN	O
a	DT	O
1	CD	O
1/2	CD	O
and	CC	O
yes	JJR	O
i	NNS	O
have	VBP	O
had	VBD	O
an	DT	O
issue	NN	O
with	IN	O
it	PRP	O
one	CD	O
month	NN	O
out	IN	O
of	IN	O
warranty	NN	B
.	.	O

i	NN	O
really	RB	O
wish	JJ	O
i	NN	O
had	VBD	O
done	VBN	O
this	DT	O
years	NNS	O
ago	RB	O
.	.	O

well	RB	O
,	,	O
maybe	RB	O
i	NN	O
was	VBD	O
just	RB	O
very	RB	O
unlucky	JJ	O
.	.	O

for	IN	O
example	NN	O
,	,	O
when	WRB	O
my	PRP$	O
husband	NN	O
turns	VBZ	O
the	DT	O
light	NN	O
out	RP	O
while	IN	O
i'm	NN	O
on	IN	O
the	DT	O
computer	NN	O
.	.	O

once	RB	O
open	JJ	O
,	,	O
the	DT	O
leading	VBG	B
edge	NN	I
is	VBZ	O
razor	JJ	O
sharp	JJ	O
.	.	O

loaded	VBN	O
with	IN	O
bloatware	NN	B
.	.	O

if	IN	O
you	PRP	O
buy	VBP	O
,	,	O
pray	VBP	O
you	PRP	O
dont	VBP	O
have	VBP	O
major	JJ	O
prolems	NNS	O
